NAICS,Industry,"Occupation Jobs in Industry (2024)","Occupation Jobs in Industry (2029)","Change (2024 - 2029)","% Change (2024 - 2029)","% of Occupation in Industry (2024)","% of Total Jobs in Industry (2024)"
423,"Merchant Wholesalers, Durable Goods",0,0,0,0,0,0
424,"Merchant Wholesalers, Nondurable Goods",0,0,0,0,0,0
425,"Wholesale Electronic Markets and Agents and Brokers",0,0,0,0,0,0
441,"Motor Vehicle and Parts Dealers",0,0,0,0,0,0
444,"Building Material and Garden Equipment and Supplies Dealers",0,0,0,0,0,0
457,"Gasoline Stations and Fuel Dealers",0,0,0,0,0,0
482,"Rail Transportation",0,0,0,0,0,0
483,"Water Transportation",0,0,0,0,0,0
484,"Truck Transportation",0,0,0,0,0,0
485,"Transit and Ground Passenger Transportation",0,0,0,0,0,0
486,"Pipeline Transportation",0,0,0,0,0,0
487,"Scenic and Sightseeing Transportation",0,0,0,0,0,0
491,"Postal Service",0,0,0,0,0,0
492,"Couriers and Messengers",0,0,0,0,0,0
493,"Warehousing and Storage",0,0,0,0,0,0
516,"Broadcasting and Content Providers",0,0,0,0,0,0
517,Telecommunications,0,0,0,0,0,0
518,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",0,0,0,0,0,0
521,"Monetary Authorities-Central Bank",0,0,0,0,0,0
522,"Credit Intermediation and Related Activities",0,0,0,0,0,0
523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",0,0,0,0,0,0
524,"Insurance Carriers and Related Activities",0,0,0,0,0,0
525,"Funds, Trusts, and Other Financial Vehicles",0,0,0,0,0,0
532,"Rental and Leasing Services",0,0,0,0,0,0
562,"Waste Management and Remediation Services",0,0,0,0,0,0
811,"Repair and Maintenance",0,0,0,0,0,0
999,"Unclassified Industry",0,0,0,0,0,0
