NAICS,Industry,"Occupation Jobs in Industry (2024)","Occupation Jobs in Industry (2029)","Change (2024 - 2029)","% Change (2024 - 2029)","% of Occupation in Industry (2024)","% of Total Jobs in Industry (2024)"
326,"Plastics and Rubber Products Manufacturing",0,0,0,0,0,0
327,"Nonmetallic Mineral Product Manufacturing",0,0,0,0,0,0
331,"Primary Metal Manufacturing",0,0,0,0,0,0
332,"Fabricated Metal Product Manufacturing",0,0,0,0,0,0
333,"Machinery Manufacturing",0,0,0,0,0,0
334,"Computer and Electronic Product Manufacturing",0,0,0,0,0,0
335,"Electrical Equipment, Appliance, and Component Manufacturing",0,0,0,0,0,0
336,"Transportation Equipment Manufacturing",0,0,0,0,0,0
337,"Furniture and Related Product Manufacturing",0,0,0,0,0,0
339,"Miscellaneous Manufacturing",0,0,0,0,0,0
423,"Merchant Wholesalers, Durable Goods",0,0,0,0,0,0
425,"Wholesale Electronic Markets and Agents and Brokers",0,0,0,0,0,0
441,"Motor Vehicle and Parts Dealers",0,0,0,0,0,0
445,"Food and Beverage Stores",0,0,0,0,0,0
449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",0,0,0,0,0,0
455,"General Merchandise Retailers",0,0,0,0,0,0
456,"Health and Personal Care Retailers",0,0,0,0,0,0
458,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",0,0,0,0,0,0
481,"Air Transportation",0,0,0,0,0,0
482,"Rail Transportation",0,0,0,0,0,0
483,"Water Transportation",0,0,0,0,0,0
484,"Truck Transportation",0,0,0,0,0,0
485,"Transit and Ground Passenger Transportation",0,0,0,0,0,0
486,"Pipeline Transportation",0,0,0,0,0,0
487,"Scenic and Sightseeing Transportation",0,0,0,0,0,0
491,"Postal Service",0,0,0,0,0,0
492,"Couriers and Messengers",0,0,0,0,0,0
512,"Motion Picture and Sound Recording Industries",0,0,0,0,0,0
513,"Publishing Industries",0,0,0,0,0,0
516,"Broadcasting and Content Providers",0,0,0,0,0,0
517,Telecommunications,0,0,0,0,0,0
518,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",0,0,0,0,0,0
519,"Web Search Portals, Libraries, Archives, and Other Information Services",0,0,0,0,0,0
521,"Monetary Authorities-Central Bank",0,0,0,0,0,0
522,"Credit Intermediation and Related Activities",0,0,0,0,0,0
525,"Funds, Trusts, and Other Financial Vehicles",0,0,0,0,0,0
532,"Rental and Leasing Services",0,0,0,0,0,0
533,"Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)",0,0,0,0,0,0
811,"Repair and Maintenance",0,0,0,0,0,0
999,"Unclassified Industry",0,0,0,0,0,0
