NAICS,Industry,"Occupation Jobs in Industry (2024)","Occupation Jobs in Industry (2029)","Change (2024 - 2029)","% Change (2024 - 2029)","% of Occupation in Industry (2024)","% of Total Jobs in Industry (2024)"
115,"Support Activities for Agriculture and Forestry",0,0,0,0,0,0
211,"Oil and Gas Extraction",0,0,0,0,0,0
212,"Mining (except Oil and Gas)",0,0,0,0,0,0
213,"Support Activities for Mining",0,0,0,0,0,0
221,Utilities,0,0,0,0,0,0
236,"Construction of Buildings",0,0,0,0,0,0
311,"Food Manufacturing",0,0,0,0,0,0
312,"Beverage and Tobacco Product Manufacturing",0,0,0,0,0,0
313,"Textile Mills",0,0,0,0,0,0
314,"Textile Product Mills",0,0,0,0,0,0
315,"Apparel Manufacturing",0,0,0,0,0,0
316,"Leather and Allied Product Manufacturing",0,0,0,0,0,0
321,"Wood Product Manufacturing",0,0,0,0,0,0
322,"Paper Manufacturing",0,0,0,0,0,0
323,"Printing and Related Support Activities",0,0,0,0,0,0
324,"Petroleum and Coal Products Manufacturing",0,0,0,0,0,0
325,"Chemical Manufacturing",0,0,0,0,0,0
326,"Plastics and Rubber Products Manufacturing",0,0,0,0,0,0
327,"Nonmetallic Mineral Product Manufacturing",0,0,0,0,0,0
331,"Primary Metal Manufacturing",0,0,0,0,0,0
332,"Fabricated Metal Product Manufacturing",0,0,0,0,0,0
333,"Machinery Manufacturing",0,0,0,0,0,0
334,"Computer and Electronic Product Manufacturing",0,0,0,0,0,0
335,"Electrical Equipment, Appliance, and Component Manufacturing",0,0,0,0,0,0
337,"Furniture and Related Product Manufacturing",0,0,0,0,0,0
423,"Merchant Wholesalers, Durable Goods",0,0,0,0,0,0
424,"Merchant Wholesalers, Nondurable Goods",0,0,0,0,0,0
425,"Wholesale Electronic Markets and Agents and Brokers",0,0,0,0,0,0
441,"Motor Vehicle and Parts Dealers",0,0,0,0,0,0
444,"Building Material and Garden Equipment and Supplies Dealers",0,0,0,0,0,0
445,"Food and Beverage Stores",0,0,0,0,0,0
449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",0,0,0,0,0,0
456,"Health and Personal Care Retailers",0,0,0,0,0,0
457,"Gasoline Stations and Fuel Dealers",0,0,0,0,0,0
459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",0,0,0,0,0,0
481,"Air Transportation",0,0,0,0,0,0
483,"Water Transportation",0,0,0,0,0,0
484,"Truck Transportation",0,0,0,0,0,0
485,"Transit and Ground Passenger Transportation",0,0,0,0,0,0
486,"Pipeline Transportation",0,0,0,0,0,0
487,"Scenic and Sightseeing Transportation",0,0,0,0,0,0
491,"Postal Service",0,0,0,0,0,0
492,"Couriers and Messengers",0,0,0,0,0,0
512,"Motion Picture and Sound Recording Industries",0,0,0,0,0,0
513,"Publishing Industries",0,0,0,0,0,0
516,"Broadcasting and Content Providers",0,0,0,0,0,0
518,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",0,0,0,0,0,0
523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",0,0,0,0,0,0
525,"Funds, Trusts, and Other Financial Vehicles",0,0,0,0,0,0
533,"Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)",0,0,0,0,0,0
562,"Waste Management and Remediation Services",0,0,0,0,0,0
621,"Ambulatory Health Care Services",0,0,0,0,0,0
711,"Performing Arts, Spectator Sports, and Related Industries",0,0,0,0,0,0
712,"Museums, Historical Sites, and Similar Institutions",0,0,0,0,0,0
722,"Food Services and Drinking Places",0,0,0,0,0,0
811,"Repair and Maintenance",0,0,0,0,0,0
814,"Private Households",0,0,0,0,0,0
999,"Unclassified Industry",0,0,0,0,0,0
